;fecha;CCAA;total_altas;Localizacion
705;2020-05-04;Ceuta;142,0;Ceuta, Spain
706;2020-05-05;Ceuta;145,0;Ceuta, Spain
707;2020-05-06;Ceuta;150,0;Ceuta, Spain
708;2020-05-07;Ceuta;150,0;Ceuta, Spain
709;2020-05-08;Ceuta;154,0;Ceuta, Spain
710;2020-05-09;Ceuta;154,0;Ceuta, Spain
711;2020-05-10;Ceuta;154,0;Ceuta, Spain
712;2020-05-11;Ceuta;154,0;Ceuta, Spain
713;2020-05-12;Ceuta;154,0;Ceuta, Spain
714;2020-05-13;Ceuta;156,0;Ceuta, Spain
715;2020-05-14;Ceuta;159,0;Ceuta, Spain
716;2020-05-15;Ceuta;160,0;Ceuta, Spain
717;2020-05-16;Ceuta;163,0;Ceuta, Spain
718;2020-05-17;Ceuta;163,0;Ceuta, Spain
719;2020-05-18;Ceuta;163,0;Ceuta, Spain
720;2020-03-01;Valencia;;Valencia, Spain
721;2020-03-09;Valencia;1,0;Valencia, Spain
722;2020-03-10;Valencia;1,0;Valencia, Spain
723;2020-03-11;Valencia;1,0;Valencia, Spain
724;2020-03-12;Valencia;1,0;Valencia, Spain
725;2020-03-13;Valencia;2,0;Valencia, Spain
726;2020-03-14;Valencia;2,0;Valencia, Spain
727;2020-03-15;Valencia;2,0;Valencia, Spain
728;2020-03-16;Valencia;2,0;Valencia, Spain
729;2020-03-17;Valencia;12,0;Valencia, Spain
730;2020-03-18;Valencia;16,0;Valencia, Spain
731;2020-03-19;Valencia;19,0;Valencia, Spain
732;2020-03-20;Valencia;20,0;Valencia, Spain
733;2020-03-21;Valencia;25,0;Valencia, Spain
734;2020-03-22;Valencia;30,0;Valencia, Spain
735;2020-03-23;Valencia;36,0;Valencia, Spain
736;2020-03-24;Valencia;37,0;Valencia, Spain
737;2020-03-25;Valencia;44,0;Valencia, Spain
738;2020-03-26;Valencia;57,0;Valencia, Spain
739;2020-03-27;Valencia;73,0;Valencia, Spain
740;2020-03-28;Valencia;92,0;Valencia, Spain
741;2020-03-29;Valencia;161,0;Valencia, Spain
742;2020-03-30;Valencia;185,0;Valencia, Spain
743;2020-03-31;Valencia;200,0;Valencia, Spain
744;2020-04-01;Valencia;240,0;Valencia, Spain
745;2020-04-02;Valencia;432,0;Valencia, Spain
746;2020-04-03;Valencia;592,0;Valencia, Spain
747;2020-04-04;Valencia;695,0;Valencia, Spain
748;2020-04-05;Valencia;812,0;Valencia, Spain
749;2020-04-06;Valencia;930,0;Valencia, Spain
750;2020-04-07;Valencia;1103,0;Valencia, Spain
751;2020-04-08;Valencia;1344,0;Valencia, Spain
752;2020-04-09;Valencia;1772,0;Valencia, Spain
753;2020-04-10;Valencia;2085,0;Valencia, Spain
754;2020-04-11;Valencia;2289,0;Valencia, Spain
755;2020-04-12;Valencia;2624,0;Valencia, Spain
756;2020-04-13;Valencia;2803,0;Valencia, Spain
757;2020-04-14;Valencia;3069,0;Valencia, Spain
758;2020-04-15;Valencia;3360,0;Valencia, Spain
759;2020-04-16;Valencia;3702,0;Valencia, Spain
760;2020-04-17;Valencia;4024,0;Valencia, Spain
761;2020-04-18;Valencia;4306,0;Valencia, Spain
762;2020-04-19;Valencia;4547,0;Valencia, Spain
763;2020-04-20;Valencia;4629,0;Valencia, Spain
764;2020-04-21;Valencia;4719,0;Valencia, Spain
765;2020-04-22;Valencia;5011,0;Valencia, Spain
766;2020-04-23;Valencia;5388,0;Valencia, Spain
767;2020-04-24;Valencia;5809,0;Valencia, Spain
768;2020-04-25;Valencia;6033,0;Valencia, Spain
769;2020-04-26;Valencia;6243,0;Valencia, Spain
770;2020-04-27;Valencia;6317,0;Valencia, Spain
771;2020-04-28;Valencia;6423,0;Valencia, Spain
772;2020-04-29;Valencia;6599,0;Valencia, Spain
773;2020-04-30;Valencia;6886,0;Valencia, Spain
774;2020-05-01;Valencia;7078,0;Valencia, Spain
775;2020-05-02;Valencia;7287,0;Valencia, Spain
776;2020-05-03;Valencia;7447,0;Valencia, Spain
777;2020-05-04;Valencia;7506,0;Valencia, Spain
778;2020-05-05;Valencia;7655,0;Valencia, Spain
779;2020-05-06;Valencia;7747,0;Valencia, Spain
780;2020-05-07;Valencia;8010,0;Valencia, Spain
781;2020-05-08;Valencia;8181,0;Valencia, Spain
782;2020-05-09;Valencia;8796,0;Valencia, Spain
783;2020-05-10;Valencia;8861,0;Valencia, Spain
784;2020-05-11;Valencia;8945,0;Valencia, Spain
785;2020-05-12;Valencia;9089,0;Valencia, Spain
786;2020-05-13;Valencia;9268,0;Valencia, Spain
787;2020-05-14;Valencia;9490,0;Valencia, Spain
788;2020-05-15;Valencia;9708,0;Valencia, Spain
789;2020-05-16;Valencia;9761,0;Valencia, Spain
790;2020-05-17;Valencia;9907,0;Valencia, Spain
791;2020-05-18;Valencia;9970,0;Valencia, Spain
792;2020-03-01;Extremadura;;Extremadura, Spain
793;2020-03-09;Extremadura;1,0;Extremadura, Spain
794;2020-03-10;Extremadura;1,0;Extremadura, Spain
795;2020-03-11;Extremadura;1,0;Extremadura, Spain
796;2020-03-12;Extremadura;3,0;Extremadura, Spain
797;2020-03-13;Extremadura;3,0;Extremadura, Spain
798;2020-03-14;Extremadura;4,0;Extremadura, Spain
799;2020-03-15;Extremadura;4,0;Extremadura, Spain
800;2020-03-16;Extremadura;4,0;Extremadura, Spain
801;2020-03-17;Extremadura;5,0;Extremadura, Spain
802;2020-03-18;Extremadura;6,0;Extremadura, Spain
803;2020-03-19;Extremadura;6,0;Extremadura, Spain
804;2020-03-20;Extremadura;7,0;Extremadura, Spain
805;2020-03-21;Extremadura;8,0;Extremadura, Spain
806;2020-03-22;Extremadura;8,0;Extremadura, Spain
807;2020-03-23;Extremadura;8,0;Extremadura, Spain
808;2020-03-24;Extremadura;8,0;Extremadura, Spain
809;2020-03-25;Extremadura;8,0;Extremadura, Spain
810;2020-03-26;Extremadura;24,0;Extremadura, Spain
811;2020-03-27;Extremadura;33,0;Extremadura, Spain
812;2020-03-28;Extremadura;49,0;Extremadura, Spain
813;2020-03-29;Extremadura;51,0;Extremadura, Spain
814;2020-03-30;Extremadura;60,0;Extremadura, Spain
815;2020-03-31;Extremadura;91,0;Extremadura, Spain
816;2020-04-01;Extremadura;113,0;Extremadura, Spain
817;2020-04-02;Extremadura;139,0;Extremadura, Spain
818;2020-04-03;Extremadura;164,0;Extremadura, Spain
819;2020-04-04;Extremadura;205,0;Extremadura, Spain
820;2020-04-05;Extremadura;215,0;Extremadura, Spain
821;2020-04-06;Extremadura;223,0;Extremadura, Spain
822;2020-04-07;Extremadura;282,0;Extremadura, Spain
823;2020-04-08;Extremadura;328,0;Extremadura, Spain
824;2020-04-09;Extremadura;381,0;Extremadura, Spain
825;2020-04-10;Extremadura;397,0;Extremadura, Spain
826;2020-04-11;Extremadura;462,0;Extremadura, Spain
827;2020-04-12;Extremadura;481,0;Extremadura, Spain
828;2020-04-13;Extremadura;511,0;Extremadura, Spain
829;2020-04-14;Extremadura;578,0;Extremadura, Spain
830;2020-04-15;Extremadura;615,0;Extremadura, Spain
831;2020-04-16;Extremadura;649,0;Extremadura, Spain
832;2020-04-17;Extremadura;707,0;Extremadura, Spain
833;2020-04-18;Extremadura;736,0;Extremadura, Spain
834;2020-04-19;Extremadura;767,0;Extremadura, Spain
835;2020-04-20;Extremadura;858,0;Extremadura, Spain
836;2020-04-21;Extremadura;921,0;Extremadura, Spain
837;2020-04-22;Extremadura;1051,0;Extremadura, Spain
838;2020-04-23;Extremadura;1237,0;Extremadura, Spain
839;2020-04-24;Extremadura;1358,0;Extremadura, Spain
840;2020-04-25;Extremadura;1510,0;Extremadura, Spain
841;2020-04-26;Extremadura;1582,0;Extremadura, Spain
842;2020-04-27;Extremadura;1652,0;Extremadura, Spain
843;2020-04-28;Extremadura;1733,0;Extremadura, Spain
844;2020-04-29;Extremadura;1797,0;Extremadura, Spain
845;2020-04-30;Extremadura;1887,0;Extremadura, Spain
846;2020-05-01;Extremadura;1960,0;Extremadura, Spain
847;2020-05-02;Extremadura;2017,0;Extremadura, Spain
848;2020-05-03;Extremadura;2072,0;Extremadura, Spain
849;2020-05-04;Extremadura;2090,0;Extremadura, Spain
850;2020-05-05;Extremadura;2146,0;Extremadura, Spain
851;2020-05-06;Extremadura;2189,0;Extremadura, Spain
852;2020-05-07;Extremadura;2265,0;Extremadura, Spain
853;2020-05-08;Extremadura;2312,0;Extremadura, Spain
854;2020-05-09;Extremadura;2354,0;Extremadura, Spain
855;2020-05-10;Extremadura;2369,0;Extremadura, Spain
856;2020-05-11;Extremadura;2409,0;Extremadura, Spain
857;2020-05-12;Extremadura;2422,0;Extremadura, Spain
858;2020-05-13;Extremadura;2456,0;Extremadura, Spain
859;2020-05-14;Extremadura;2482,0;Extremadura, Spain
860;2020-05-15;Extremadura;2587,0;Extremadura, Spain
861;2020-05-16;Extremadura;2609,0;Extremadura, Spain
862;2020-05-17;Extremadura;2636,0;Extremadura, Spain
863;2020-05-18;Extremadura;2652,0;Extremadura, Spain
864;2020-03-01;Galicia;;Galicia, Spain
865;2020-03-09;Galicia;0,0;Galicia, Spain
866;2020-03-10;Galicia;0,0;Galicia, Spain
867;2020-03-11;Galicia;0,0;Galicia, Spain
868;2020-03-12;Galicia;0,0;Galicia, Spain
869;2020-03-13;Galicia;0,0;Galicia, Spain
870;2020-03-14;Galicia;3,0;Galicia, Spain
871;2020-03-15;Galicia;4,0;Galicia, Spain
872;2020-03-16;Galicia;4,0;Galicia, Spain
873;2020-03-17;Galicia;4,0;Galicia, Spain
874;2020-03-18;Galicia;4,0;Galicia, Spain
875;2020-03-19;Galicia;4,0;Galicia, Spain
876;2020-03-20;Galicia;5,0;Galicia, Spain
877;2020-03-21;Galicia;6,0;Galicia, Spain
878;2020-03-22;Galicia;16,0;Galicia, Spain
879;2020-03-23;Galicia;19,0;Galicia, Spain
880;2020-03-24;Galicia;19,0;Galicia, Spain
881;2020-03-25;Galicia;25,0;Galicia, Spain
882;2020-03-26;Galicia;47,0;Galicia, Spain
883;2020-03-27;Galicia;67,0;Galicia, Spain
884;2020-03-28;Galicia;95,0;Galicia, Spain
885;2020-03-29;Galicia;153,0;Galicia, Spain
886;2020-03-30;Galicia;168,0;Galicia, Spain
887;2020-03-31;Galicia;187,0;Galicia, Spain
888;2020-04-01;Galicia;259,0;Galicia, Spain
889;2020-04-02;Galicia;333,0;Galicia, Spain
890;2020-04-03;Galicia;435,0;Galicia, Spain
891;2020-04-04;Galicia;531,0;Galicia, Spain
892;2020-04-05;Galicia;587,0;Galicia, Spain
893;2020-04-06;Galicia;610,0;Galicia, Spain
894;2020-04-07;Galicia;688,0;Galicia, Spain
895;2020-04-08;Galicia;800,0;Galicia, Spain
896;2020-04-09;Galicia;910,0;Galicia, Spain
897;2020-04-10;Galicia;997,0;Galicia, Spain
898;2020-04-11;Galicia;1082,0;Galicia, Spain
899;2020-04-12;Galicia;1143,0;Galicia, Spain
900;2020-04-13;Galicia;1186,0;Galicia, Spain
901;2020-04-14;Galicia;1240,0;Galicia, Spain
902;2020-04-15;Galicia;1298,0;Galicia, Spain
903;2020-04-16;Galicia;1383,0;Galicia, Spain
904;2020-04-17;Galicia;1456,0;Galicia, Spain
905;2020-04-18;Galicia;1507,0;Galicia, Spain
906;2020-04-19;Galicia;1536,0;Galicia, Spain
907;2020-04-20;Galicia;1548,0;Galicia, Spain
908;2020-04-21;Galicia;1588,0;Galicia, Spain
909;2020-04-22;Galicia;1625,0;Galicia, Spain
910;2020-04-23;Galicia;1676,0;Galicia, Spain
911;2020-04-24;Galicia;1730,0;Galicia, Spain
912;2020-04-25;Galicia;1783,0;Galicia, Spain
913;2020-04-26;Galicia;1803,0;Galicia, Spain
914;2020-04-27;Galicia;1816,0;Galicia, Spain
915;2020-04-28;Galicia;1841,0;Galicia, Spain
916;2020-04-29;Galicia;5393,0;Galicia, Spain
917;2020-04-30;Galicia;5573,0;Galicia, Spain
918;2020-05-01;Galicia;5816,0;Galicia, Spain
919;2020-05-02;Galicia;5981,0;Galicia, Spain
920;2020-05-03;Galicia;6075,0;Galicia, Spain
921;2020-05-04;Galicia;6234,0;Galicia, Spain
922;2020-05-05;Galicia;6561,0;Galicia, Spain
923;2020-05-06;Galicia;6802,0;Galicia, Spain
924;2020-05-07;Galicia;6959,0;Galicia, Spain
925;2020-05-08;Galicia;7138,0;Galicia, Spain
926;2020-05-09;Galicia;7225,0;Galicia, Spain
927;2020-05-10;Galicia;7347,0;Galicia, Spain
928;2020-05-11;Galicia;7444,0;Galicia, Spain
929;2020-05-12;Galicia;7820,0;Galicia, Spain
930;2020-05-13;Galicia;7996,0;Galicia, Spain
931;2020-05-14;Galicia;8157,0;Galicia, Spain
932;2020-05-15;Galicia;8283,0;Galicia, Spain
933;2020-05-16;Galicia;8820,0;Galicia, Spain
934;2020-05-17;Galicia;9155,0;Galicia, Spain
935;2020-05-18;Galicia;9204,0;Galicia, Spain
936;2020-03-01;Madrid;;Madrid, Spain
937;2020-03-09;Madrid;;Madrid, Spain
938;2020-03-10;Madrid;109,0;Madrid, Spain
939;2020-03-11;Madrid;157,0;Madrid, Spain
940;2020-03-12;Madrid;157,0;Madrid, Spain
941;2020-03-13;Madrid;157,0;Madrid, Spain
942;2020-03-14;Madrid;474,0;Madrid, Spain
943;2020-03-15;Madrid;474,0;Madrid, Spain
944;2020-03-16;Madrid;474,0;Madrid, Spain
945;2020-03-17;Madrid;770,0;Madrid, Spain
946;2020-03-18;Madrid;770,0;Madrid, Spain
947;2020-03-19;Madrid;941,0;Madrid, Spain
948;2020-03-20;Madrid;1186,0;Madrid, Spain
949;2020-03-21;Madrid;1542,0;Madrid, Spain
950;2020-03-22;Madrid;1899,0;Madrid, Spain
951;2020-03-23;Madrid;2063,0;Madrid, Spain
952;2020-03-24;Madrid;2291,0;Madrid, Spain
953;2020-03-25;Madrid;3031,0;Madrid, Spain
954;2020-03-26;Madrid;3882,0;Madrid, Spain
955;2020-03-27;Madrid;5044,0;Madrid, Spain
956;2020-03-28;Madrid;6326,0;Madrid, Spain
957;2020-03-29;Madrid;7491,0;Madrid, Spain
958;2020-03-30;Madrid;8301,0;Madrid, Spain
959;2020-03-31;Madrid;9330,0;Madrid, Spain
960;2020-04-01;Madrid;10827,0;Madrid, Spain
961;2020-04-02;Madrid;12400,0;Madrid, Spain
962;2020-04-03;Madrid;13850,0;Madrid, Spain
963;2020-04-04;Madrid;15362,0;Madrid, Spain
964;2020-04-05;Madrid;16543,0;Madrid, Spain
965;2020-04-06;Madrid;17322,0;Madrid, Spain
966;2020-04-07;Madrid;18410,0;Madrid, Spain
967;2020-04-08;Madrid;19836,0;Madrid, Spain
968;2020-04-09;Madrid;21121,0;Madrid, Spain
969;2020-04-10;Madrid;22414,0;Madrid, Spain
970;2020-04-11;Madrid;23663,0;Madrid, Spain
971;2020-04-12;Madrid;24683,0;Madrid, Spain
972;2020-04-13;Madrid;25385,0;Madrid, Spain
973;2020-04-14;Madrid;26247,0;Madrid, Spain
974;2020-04-15;Madrid;27433,0;Madrid, Spain
975;2020-04-16;Madrid;28491,0;Madrid, Spain
976;2020-04-17;Madrid;29436,0;Madrid, Spain
977;2020-04-18;Madrid;30475,0;Madrid, Spain
978;2020-04-19;Madrid;31313,0;Madrid, Spain
979;2020-04-20;Madrid;31762,0;Madrid, Spain
980;2020-04-21;Madrid;32277,0;Madrid, Spain
981;2020-04-22;Madrid;33032,0;Madrid, Spain
982;2020-04-23;Madrid;33645,0;Madrid, Spain
983;2020-04-24;Madrid;34212,0;Madrid, Spain
984;2020-04-25;Madrid;34902,0;Madrid, Spain
985;2020-04-26;Madrid;35367,0;Madrid, Spain
986;2020-04-27;Madrid;35565,0;Madrid, Spain
987;2020-04-28;Madrid;35841,0;Madrid, Spain
988;2020-04-29;Madrid;36314,0;Madrid, Spain
989;2020-04-30;Madrid;36707,0;Madrid, Spain
990;2020-05-01;Madrid;37154,0;Madrid, Spain
991;2020-05-02;Madrid;37530,0;Madrid, Spain
992;2020-05-03;Madrid;37704,0;Madrid, Spain
993;2020-05-04;Madrid;37808,0;Madrid, Spain
994;2020-05-05;Madrid;38002,0;Madrid, Spain
995;2020-05-06;Madrid;38331,0;Madrid, Spain
996;2020-05-07;Madrid;38670,0;Madrid, Spain
997;2020-05-08;Madrid;38975,0;Madrid, Spain
998;2020-05-09;Madrid;39227,0;Madrid, Spain
999;2020-05-10;Madrid;39529,0;Madrid, Spain
1000;2020-05-11;Madrid;39604,0;Madrid, Spain
1001;2020-05-12;Madrid;39751,0;Madrid, Spain
1002;2020-05-13;Madrid;39984,0;Madrid, Spain
1003;2020-05-14;Madrid;40199,0;Madrid, Spain
1004;2020-05-15;Madrid;40383,0;Madrid, Spain
1005;2020-05-16;Madrid;40586,0;Madrid, Spain
1006;2020-05-17;Madrid;40698,0;Madrid, Spain
1007;2020-05-18;Madrid;40736,0;Madrid, Spain
1008;2020-03-01;Melilla;;Melilla, Spain
1009;2020-03-09;Melilla;;Melilla, Spain
1010;2020-03-10;Melilla;;Melilla, Spain
1011;2020-03-11;Melilla;0,0;Melilla, Spain
1012;2020-03-12;Melilla;0,0;Melilla, Spain
1013;2020-03-13;Melilla;0,0;Melilla, Spain
1014;2020-03-14;Melilla;0,0;Melilla, Spain
1015;2020-03-15;Melilla;0,0;Melilla, Spain
1016;2020-03-16;Melilla;0,0;Melilla, Spain
1017;2020-03-17;Melilla;0,0;Melilla, Spain
1018;2020-03-18;Melilla;0,0;Melilla, Spain
1019;2020-03-19;Melilla;0,0;Melilla, Spain
1020;2020-03-20;Melilla;0,0;Melilla, Spain
1021;2020-03-21;Melilla;0,0;Melilla, Spain
1022;2020-03-22;Melilla;0,0;Melilla, Spain
1023;2020-03-23;Melilla;0,0;Melilla, Spain
1024;2020-03-24;Melilla;0,0;Melilla, Spain
1025;2020-03-25;Melilla;0,0;Melilla, Spain
1026;2020-03-26;Melilla;0,0;Melilla, Spain
1027;2020-03-27;Melilla;0,0;Melilla, Spain
1028;2020-03-28;Melilla;0,0;Melilla, Spain
1029;2020-03-29;Melilla;0,0;Melilla, Spain
1030;2020-03-30;Melilla;0,0;Melilla, Spain
1031;2020-03-31;Melilla;0,0;Melilla, Spain
1032;2020-04-01;Melilla;0,0;Melilla, Spain
1033;2020-04-02;Melilla;0,0;Melilla, Spain
1034;2020-04-03;Melilla;4,0;Melilla, Spain
1035;2020-04-04;Melilla;9,0;Melilla, Spain
1036;2020-04-05;Melilla;11,0;Melilla, Spain
1037;2020-04-06;Melilla;11,0;Melilla, Spain
1038;2020-04-07;Melilla;11,0;Melilla, Spain
1039;2020-04-08;Melilla;12,0;Melilla, Spain
1040;2020-04-09;Melilla;16,0;Melilla, Spain
1041;2020-04-10;Melilla;17,0;Melilla, Spain
1042;2020-04-11;Melilla;18,0;Melilla, Spain
1043;2020-04-12;Melilla;18,0;Melilla, Spain
1044;2020-04-13;Melilla;18,0;Melilla, Spain
1045;2020-04-14;Melilla;18,0;Melilla, Spain
1046;2020-04-15;Melilla;24,0;Melilla, Spain
1047;2020-04-16;Melilla;27,0;Melilla, Spain
1048;2020-04-17;Melilla;30,0;Melilla, Spain
1049;2020-04-18;Melilla;30,0;Melilla, Spain
1050;2020-04-19;Melilla;44,0;Melilla, Spain
1051;2020-04-20;Melilla;46,0;Melilla, Spain
1052;2020-04-21;Melilla;46,0;Melilla, Spain
1053;2020-04-22;Melilla;50,0;Melilla, Spain
1054;2020-04-23;Melilla;55,0;Melilla, Spain
1055;2020-04-24;Melilla;61,0;Melilla, Spain
1056;2020-04-25;Melilla;77,0;Melilla, Spain
1057;2020-04-26;Melilla;81,0;Melilla, Spain
1058;2020-04-27;Melilla;87,0;Melilla, Spain
1059;2020-04-28;Melilla;92,0;Melilla, Spain
1060;2020-04-29;Melilla;95,0;Melilla, Spain
1061;2020-04-30;Melilla;96,0;Melilla, Spain
1062;2020-05-01;Melilla;96,0;Melilla, Spain
1063;2020-05-02;Melilla;96,0;Melilla, Spain
1064;2020-05-03;Melilla;98,0;Melilla, Spain
1065;2020-05-04;Melilla;101,0;Melilla, Spain
1066;2020-05-05;Melilla;101,0;Melilla, Spain
1067;2020-05-06;Melilla;104,0;Melilla, Spain
1068;2020-05-07;Melilla;108,0;Melilla, Spain
1069;2020-05-08;Melilla;108,0;Melilla, Spain
1070;2020-05-09;Melilla;108,0;Melilla, Spain
1071;2020-05-10;Melilla;111,0;Melilla, Spain
1072;2020-05-11;Melilla;113,0;Melilla, Spain
1073;2020-05-12;Melilla;115,0;Melilla, Spain
1074;2020-05-13;Melilla;115,0;Melilla, Spain
1075;2020-05-14;Melilla;119,0;Melilla, Spain
1076;2020-05-15;Melilla;119,0;Melilla, Spain
1077;2020-05-16;Melilla;122,0;Melilla, Spain
1078;2020-05-17;Melilla;124,0;Melilla, Spain
1079;2020-05-18;Melilla;125,0;Melilla, Spain
1080;2020-03-01;Murcia;;Murcia, Spain
1081;2020-03-09;Murcia;0,0;Murcia, Spain
1082;2020-03-10;Murcia;0,0;Murcia, Spain
1083;2020-03-11;Murcia;0,0;Murcia, Spain
1084;2020-03-12;Murcia;0,0;Murcia, Spain
1085;2020-03-13;Murcia;0,0;Murcia, Spain
1086;2020-03-14;Murcia;0,0;Murcia, Spain
1087;2020-03-15;Murcia;0,0;Murcia, Spain
1088;2020-03-16;Murcia;1,0;Murcia, Spain
1089;2020-03-17;Murcia;1,0;Murcia, Spain
1090;2020-03-18;Murcia;1,0;Murcia, Spain
1091;2020-03-19;Murcia;1,0;Murcia, Spain
1092;2020-03-20;Murcia;1,0;Murcia, Spain
1093;2020-03-21;Murcia;1,0;Murcia, Spain
1094;2020-03-22;Murcia;1,0;Murcia, Spain
1095;2020-03-23;Murcia;1,0;Murcia, Spain
1096;2020-03-24;Murcia;1,0;Murcia, Spain
1097;2020-03-25;Murcia;4,0;Murcia, Spain
1098;2020-03-26;Murcia;9,0;Murcia, Spain
1099;2020-03-27;Murcia;12,0;Murcia, Spain
1100;2020-03-28;Murcia;12,0;Murcia, Spain
1101;2020-03-29;Murcia;16,0;Murcia, Spain
1102;2020-03-30;Murcia;17,0;Murcia, Spain
1103;2020-03-31;Murcia;20,0;Murcia, Spain
1104;2020-04-01;Murcia;43,0;Murcia, Spain
1105;2020-04-02;Murcia;45,0;Murcia, Spain
1106;2020-04-03;Murcia;90,0;Murcia, Spain
1107;2020-04-04;Murcia;113,0;Murcia, Spain
1108;2020-04-05;Murcia;130,0;Murcia, Spain
1109;2020-04-06;Murcia;156,0;Murcia, Spain
1110;2020-04-07;Murcia;193,0;Murcia, Spain
1111;2020-04-08;Murcia;203,0;Murcia, Spain
1112;2020-04-09;Murcia;219,0;Murcia, Spain
1113;2020-04-10;Murcia;255,0;Murcia, Spain
1114;2020-04-11;Murcia;275,0;Murcia, Spain
1115;2020-04-12;Murcia;344,0;Murcia, Spain
1116;2020-04-13;Murcia;353,0;Murcia, Spain
1117;2020-04-14;Murcia;476,0;Murcia, Spain
1118;2020-04-15;Murcia;513,0;Murcia, Spain
1119;2020-04-16;Murcia;516,0;Murcia, Spain
1120;2020-04-17;Murcia;545,0;Murcia, Spain
1121;2020-04-18;Murcia;638,0;Murcia, Spain
1122;2020-04-19;Murcia;652,0;Murcia, Spain
1123;2020-04-20;Murcia;662,0;Murcia, Spain
1124;2020-04-21;Murcia;702,0;Murcia, Spain
1125;2020-04-22;Murcia;761,0;Murcia, Spain
1126;2020-04-23;Murcia;766,0;Murcia, Spain
1127;2020-04-24;Murcia;791,0;Murcia, Spain
1128;2020-04-25;Murcia;842,0;Murcia, Spain
1129;2020-04-26;Murcia;920,0;Murcia, Spain
1130;2020-04-27;Murcia;990,0;Murcia, Spain
1131;2020-04-28;Murcia;1113,0;Murcia, Spain
1132;2020-04-29;Murcia;1153,0;Murcia, Spain
1133;2020-04-30;Murcia;1202,0;Murcia, Spain
1134;2020-05-01;Murcia;1229,0;Murcia, Spain
1135;2020-05-02;Murcia;1251,0;Murcia, Spain
1136;2020-05-03;Murcia;1260,0;Murcia, Spain
1137;2020-05-04;Murcia;1277,0;Murcia, Spain
1138;2020-05-05;Murcia;1381,0;Murcia, Spain
1139;2020-05-06;Murcia;1465,0;Murcia, Spain
1140;2020-05-07;Murcia;1527,0;Murcia, Spain
1141;2020-05-08;Murcia;1662,0;Murcia, Spain
1142;2020-05-09;Murcia;1767,0;Murcia, Spain
1143;2020-05-10;Murcia;1782,0;Murcia, Spain
1144;2020-05-11;Murcia;1786,0;Murcia, Spain
1145;2020-05-12;Murcia;1819,0;Murcia, Spain
1146;2020-05-13;Murcia;1861,0;Murcia, Spain
1147;2020-05-14;Murcia;1998,0;Murcia, Spain
1148;2020-05-15;Murcia;2034,0;Murcia, Spain
1149;2020-05-16;Murcia;2073,0;Murcia, Spain
1150;2020-05-17;Murcia;2084,0;Murcia, Spain
1151;2020-05-18;Murcia;2180,0;Murcia, Spain
1152;2020-03-01;Navarra;;Navarra, Spain
1153;2020-03-09;Navarra;0,0;Navarra, Spain
1154;2020-03-10;Navarra;0,0;Navarra, Spain
1155;2020-03-11;Navarra;0,0;Navarra, Spain
1156;2020-03-12;Navarra;0,0;Navarra, Spain
1157;2020-03-13;Navarra;0,0;Navarra, Spain
1158;2020-03-14;Navarra;0,0;Navarra, Spain
1159;2020-03-15;Navarra;0,0;Navarra, Spain
1160;2020-03-16;Navarra;0,0;Navarra, Spain
1161;2020-03-17;Navarra;0,0;Navarra, Spain
1162;2020-03-18;Navarra;0,0;Navarra, Spain
1163;2020-03-19;Navarra;0,0;Navarra, Spain
1164;2020-03-20;Navarra;1,0;Navarra, Spain
1165;2020-03-21;Navarra;1,0;Navarra, Spain
1166;2020-03-22;Navarra;4,0;Navarra, Spain
1167;2020-03-23;Navarra;7,0;Navarra, Spain
1168;2020-03-24;Navarra;11,0;Navarra, Spain
1169;2020-03-25;Navarra;23,0;Navarra, Spain
1170;2020-03-26;Navarra;35,0;Navarra, Spain
1171;2020-03-27;Navarra;70,0;Navarra, Spain
1172;2020-03-28;Navarra;98,0;Navarra, Spain
1173;2020-03-29;Navarra;125,0;Navarra, Spain
1174;2020-03-30;Navarra;161,0;Navarra, Spain
1175;2020-03-31;Navarra;192,0;Navarra, Spain
1176;2020-04-01;Navarra;236,0;Navarra, Spain
1177;2020-04-02;Navarra;278,0;Navarra, Spain
1178;2020-04-03;Navarra;294,0;Navarra, Spain
1179;2020-04-04;Navarra;311,0;Navarra, Spain
1180;2020-04-05;Navarra;334,0;Navarra, Spain
1181;2020-04-06;Navarra;380,0;Navarra, Spain
1182;2020-04-07;Navarra;421,0;Navarra, Spain
1183;2020-04-08;Navarra;450,0;Navarra, Spain
1184;2020-04-09;Navarra;462,0;Navarra, Spain
1185;2020-04-10;Navarra;560,0;Navarra, Spain
1186;2020-04-11;Navarra;603,0;Navarra, Spain
1187;2020-04-12;Navarra;650,0;Navarra, Spain
1188;2020-04-13;Navarra;695,0;Navarra, Spain
1189;2020-04-14;Navarra;730,0;Navarra, Spain
1190;2020-04-15;Navarra;808,0;Navarra, Spain
1191;2020-04-16;Navarra;845,0;Navarra, Spain
1192;2020-04-17;Navarra;892,0;Navarra, Spain
1193;2020-04-18;Navarra;954,0;Navarra, Spain
1194;2020-04-19;Navarra;992,0;Navarra, Spain
1195;2020-04-20;Navarra;1123,0;Navarra, Spain
1196;2020-04-21;Navarra;1190,0;Navarra, Spain
1197;2020-04-22;Navarra;1316,0;Navarra, Spain
1198;2020-04-23;Navarra;1445,0;Navarra, Spain
1199;2020-04-24;Navarra;1552,0;Navarra, Spain
1200;2020-04-25;Navarra;1737,0;Navarra, Spain
1201;2020-04-26;Navarra;1835,0;Navarra, Spain
